corpus,layer,head,gqa_group,region,block_size,top_k,metric,contrast,mean_difference,documents,ci_low,ci_high
wikipedia,0,2,0,remote,64,4,jaccard,semantic_minus_fixed,-0.018750000000000044,4,-0.06875000000000006,0.03125
wikipedia,0,2,0,remote,64,8,jaccard,semantic_minus_fixed,0.0071338383838383534,4,-0.0222222222222222,0.04640151515151511
wikipedia,0,3,0,local,16,4,jaccard,semantic_minus_fixed,0.13660714285714287,4,0.021428571428571463,0.22142857142857136
wikipedia,0,3,0,local,16,8,jaccard,semantic_minus_fixed,0.15625000000000006,4,0.07777777777777772,0.2347222222222224
wikipedia,0,3,0,local,32,4,jaccard,semantic_minus_fixed,0.16041666666666676,4,0.1354166666666668,0.18750000000000006
wikipedia,0,3,0,local,32,8,jaccard,semantic_minus_fixed,0.07051767676767684,4,0.04135101010101008,0.0930555555555557
wikipedia,0,3,0,local,64,4,jaccard,semantic_minus_fixed,0.002083333333333298,4,-0.03958333333333336,0.03749999999999995
wikipedia,0,3,0,local,64,8,jaccard,semantic_minus_fixed,-0.0015782828282827899,4,-0.022095959595959558,0.01388888888888895
wikipedia,0,3,0,remote,16,4,jaccard,semantic_minus_fixed,-0.012351190476190502,4,-0.11143601190476192,0.08988095238095233
wikipedia,0,3,0,remote,16,8,jaccard,semantic_minus_fixed,0.05184884559884563,4,-0.0038364413364412875,0.11508907758907756
wikipedia,0,3,0,remote,32,4,jaccard,semantic_minus_fixed,-0.00535714285714281,4,-0.07053571428571426,0.0535714285714286
wikipedia,0,3,0,remote,32,8,jaccard,semantic_minus_fixed,-0.05686674436674444,4,-0.07584498834498843,-0.03380111208236208
wikipedia,0,3,0,remote,64,4,jaccard,semantic_minus_fixed,-0.0333333333333333,4,-0.12609375000000003,0.02083333333333337
wikipedia,0,3,0,remote,64,8,jaccard,semantic_minus_fixed,0.003472222222222321,4,-0.029861111111111005,0.03333333333333349
wikipedia,0,4,0,local,16,4,jaccard,semantic_minus_fixed,0.11755952380952372,4,-0.01964285714285724,0.21337053571428527
wikipedia,0,4,0,local,16,8,jaccard,semantic_minus_fixed,0.08680555555555564,4,0.03680555555555562,0.12361111111111117
wikipedia,0,4,0,local,32,4,jaccard,semantic_minus_fixed,0.1562500000000001,4,0.1217187500000001,0.19375000000000017
wikipedia,0,4,0,local,32,8,jaccard,semantic_minus_fixed,0.1099116161616161,4,0.07064393939393926,0.14419191919191915
wikipedia,0,4,0,local,64,4,jaccard,semantic_minus_fixed,0.04374999999999998,4,0.02171874999999992,0.06666666666666671
wikipedia,0,4,0,local,64,8,jaccard,semantic_minus_fixed,0.02411616161616159,4,0.0069444444444444475,0.039015151515151475
wikipedia,0,4,0,remote,16,4,jaccard,semantic_minus_fixed,-0.04047619047619047,4,-0.13511904761904764,0.05505952380952381
wikipedia,0,4,0,remote,16,8,jaccard,semantic_minus_fixed,-0.047582972582972574,4,-0.08698246198246207,0.0015304140304141234
wikipedia,0,4,0,remote,32,4,jaccard,semantic_minus_fixed,-0.0699404761904762,4,-0.1589285714285714,0.01220238095238084
wikipedia,0,4,0,remote,32,8,jaccard,semantic_minus_fixed,-0.029759129759129782,4,-0.11158008658008658,0.04681290931290927
wikipedia,0,4,0,remote,64,4,jaccard,semantic_minus_fixed,0.03958333333333333,4,-0.03750000000000003,0.10833333333333339
wikipedia,0,4,0,remote,64,8,jaccard,semantic_minus_fixed,-0.015277777777777835,4,-0.07613636363636375,0.04419191919191909
wikipedia,0,5,0,local,16,4,jaccard,semantic_minus_fixed,0.10729166666666666,4,-0.06904761904761908,0.2836309523809524
wikipedia,0,5,0,local,16,8,jaccard,semantic_minus_fixed,0.10612373737373743,4,0.0618055555555555,0.17045454545454558
wikipedia,0,5,0,local,32,4,jaccard,semantic_minus_fixed,0.20714285714285724,4,0.1750000000000001,0.25267857142857153
wikipedia,0,5,0,local,32,8,jaccard,semantic_minus_fixed,0.09023892773892778,4,0.054924242424242486,0.1257672882672883
wikipedia,0,5,0,local,64,4,jaccard,semantic_minus_fixed,0.11458333333333337,4,0.00833333333333336,0.21875000000000006
wikipedia,0,5,0,local,64,8,jaccard,semantic_minus_fixed,0.05176767676767677,4,-0.00694444444444442,0.11047979797979796
wikipedia,0,5,0,remote,16,4,jaccard,semantic_minus_fixed,0.06726190476190476,4,-0.056249999999999994,0.1958333333333334
wikipedia,0,5,0,remote,16,8,jaccard,semantic_minus_fixed,0.05208194583194574,4,-0.04651320901320921,0.1506771006771007
wikipedia,0,5,0,remote,32,4,jaccard,semantic_minus_fixed,-0.01279761904761903,4,-0.12559523809523815,0.10000000000000009
wikipedia,0,5,0,remote,32,8,jaccard,semantic_minus_fixed,-0.013542707292707318,4,-0.06125541125541134,0.034169996669996705
wikipedia,0,5,0,remote,64,4,jaccard,semantic_minus_fixed,-0.031250000000000056,4,-0.08859375000000011,0.0
wikipedia,0,5,0,remote,64,8,jaccard,semantic_minus_fixed,-0.004166666666666707,4,-0.06458333333333335,0.05208333333333323
wikipedia,0,6,0,local,16,4,jaccard,semantic_minus_fixed,0.13303571428571434,4,0.10125000000000006,0.16666666666666674
wikipedia,0,6,0,local,16,8,jaccard,semantic_minus_fixed,0.10473484848484849,4,0.08939867424242422,0.12594696969696972
wikipedia,0,6,0,local,32,4,jaccard,semantic_minus_fixed,0.16041666666666674,4,0.15000000000000002,0.18125000000000008
wikipedia,0,6,0,local,32,8,jaccard,semantic_minus_fixed,0.08352272727272719,4,0.06073232323232314,0.10940656565656559
wikipedia,0,6,0,local,64,4,jaccard,semantic_minus_fixed,0.09166666666666673,4,0.022916666666666752,0.18125000000000008
wikipedia,0,6,0,local,64,8,jaccard,semantic_minus_fixed,0.02361111111111111,4,-0.013888888888888895,0.061111111111111116
wikipedia,0,6,0,remote,16,4,jaccard,semantic_minus_fixed,-0.03482142857142857,4,-0.11011904761904755,0.011011904761904723
wikipedia,0,6,0,remote,16,8,jaccard,semantic_minus_fixed,-0.017692030192030167,4,-0.045247807747807844,0.01445707070707089
wikipedia,0,6,0,remote,32,4,jaccard,semantic_minus_fixed,0.007589285714285743,4,-0.03035714285714286,0.059375000000000094
wikipedia,0,6,0,remote,32,8,jaccard,semantic_minus_fixed,-0.02742327117327123,4,-0.04772727272727276,0.002627233877233792
wikipedia,0,6,0,remote,64,4,jaccard,semantic_minus_fixed,0.039583333333333304,4,-0.002083333333333437,0.07916666666666666
wikipedia,0,6,0,remote,64,8,jaccard,semantic_minus_fixed,-0.004356060606060641,4,-0.02638888888888896,0.02272727272727279
wikipedia,0,7,1,local,16,4,jaccard,semantic_minus_fixed,0.13988095238095236,4,0.07202380952380946,0.22782738095238092
wikipedia,0,7,1,local,16,8,jaccard,semantic_minus_fixed,0.10315656565656575,4,0.07992424242424262,0.12638888888888888
wikipedia,0,7,1,local,32,4,jaccard,semantic_minus_fixed,0.17380952380952386,4,0.07500000000000004,0.23750000000000004
wikipedia,0,7,1,local,32,8,jaccard,semantic_minus_fixed,0.08737373737373733,4,0.03819444444444445,0.1531628787878786
wikipedia,0,7,1,local,64,4,jaccard,semantic_minus_fixed,0.07916666666666666,4,0.0,0.15833333333333333
wikipedia,0,7,1,local,64,8,jaccard,semantic_minus_fixed,0.03282828282828276,4,0.003472222222222195,0.07765151515151511
wikipedia,0,7,1,remote,16,4,jaccard,semantic_minus_fixed,0.07782738095238095,4,0.04553571428571429,0.11547619047619047
wikipedia,0,7,1,remote,16,8,jaccard,semantic_minus_fixed,0.0026868964368964715,4,-0.01265401265401267,0.01599927849927857
wikipedia,0,7,1,remote,32,4,jaccard,semantic_minus_fixed,-0.028273809523809534,4,-0.14166666666666666,0.0851190476190476
wikipedia,0,7,1,remote,32,8,jaccard,semantic_minus_fixed,-0.007954545454545464,4,-0.058459595959596045,0.04709595959595961
wikipedia,0,7,1,remote,64,4,jaccard,semantic_minus_fixed,0.016666666666666746,4,-0.03124999999999989,0.1062500000000001
wikipedia,0,7,1,remote,64,8,jaccard,semantic_minus_fixed,0.004166666666666624,4,-0.018055555555555602,0.029166666666666646
wikipedia,0,8,1,local,16,4,jaccard,semantic_minus_fixed,0.020535714285714254,4,-0.09434523809523813,0.12023809523809526
wikipedia,0,8,1,local,16,8,jaccard,semantic_minus_fixed,0.09671717171717181,4,0.025568181818181768,0.14166666666666683
wikipedia,0,8,1,local,32,4,jaccard,semantic_minus_fixed,0.20416666666666672,4,0.15000000000000002,0.2355208333333333
wikipedia,0,8,1,local,32,8,jaccard,semantic_minus_fixed,0.07361111111111118,4,0.05833333333333343,0.08472222222222225
wikipedia,0,8,1,local,64,4,jaccard,semantic_minus_fixed,0.04583333333333331,4,0.006249999999999978,0.11041666666666669
wikipedia,0,8,1,local,64,8,jaccard,semantic_minus_fixed,0.016666666666666663,4,0.0,0.04166666666666652
wikipedia,0,8,1,remote,16,4,jaccard,semantic_minus_fixed,0.022321428571428534,4,-0.018005952380952484,0.06636904761904759
wikipedia,0,8,1,remote,16,8,jaccard,semantic_minus_fixed,0.019225912975912945,4,-0.04797979797979807,0.08643162393162396
wikipedia,0,8,1,remote,32,4,jaccard,semantic_minus_fixed,-0.037500000000000006,4,-0.09374999999999994,0.02708333333333332
wikipedia,0,8,1,remote,32,8,jaccard,semantic_minus_fixed,-0.026223776223776196,4,-0.06661470473970475,0.00363733488733492
wikipedia,0,8,1,remote,64,4,jaccard,semantic_minus_fixed,0.07916666666666669,4,0.020833333333333343,0.1375
wikipedia,0,8,1,remote,64,8,jaccard,semantic_minus_fixed,0.0015782828282827621,4,-0.057638888888888934,0.04848484848484838
wikipedia,0,9,1,local,16,4,jaccard,semantic_minus_fixed,0.08511904761904758,4,-0.002678571428571419,0.19404761904761902
wikipedia,0,9,1,local,16,8,jaccard,semantic_minus_fixed,0.10505050505050514,4,0.07222222222222247,0.15972222222222238
wikipedia,0,9,1,local,32,4,jaccard,semantic_minus_fixed,0.0875000000000001,4,0.025000000000000078,0.15000000000000013
wikipedia,0,9,1,local,32,8,jaccard,semantic_minus_fixed,0.015972222222222165,4,-0.04330808080808091,0.06148989898989898
wikipedia,0,9,1,local,64,4,jaccard,semantic_minus_fixed,0.07500000000000001,4,0.04166666666666663,0.11697916666666641
wikipedia,0,9,1,local,64,8,jaccard,semantic_minus_fixed,0.027588383838383856,4,0.00694444444444442,0.04988952020202015
wikipedia,0,9,1,remote,16,4,jaccard,semantic_minus_fixed,-0.12127976190476188,4,-0.22574404761904754,-0.04821428571428571
wikipedia,0,9,1,remote,16,8,jaccard,semantic_minus_fixed,-0.06013986013986017,4,-0.09260392385392391,-0.039204545454545436
wikipedia,0,9,1,remote,32,4,jaccard,semantic_minus_fixed,0.020833333333333287,4,-0.04166666666666674,0.1
wikipedia,0,9,1,remote,32,8,jaccard,semantic_minus_fixed,0.007133838383838381,4,-0.0246843434343434,0.03181818181818177
wikipedia,0,9,1,remote,64,4,jaccard,semantic_minus_fixed,-0.012499999999999983,4,-0.06874999999999998,0.04375000000000004
wikipedia,0,9,1,remote,64,8,jaccard,semantic_minus_fixed,-0.006060606060606072,4,-0.04027777777777786,0.03529040404040412
wikipedia,0,10,1,local,16,4,jaccard,semantic_minus_fixed,-0.00892857142857141,4,-0.07202380952380946,0.05416666666666664
wikipedia,0,10,1,local,16,8,jaccard,semantic_minus_fixed,0.11426767676767677,4,0.0809343434343435,0.16010101010101005
wikipedia,0,10,1,local,32,4,jaccard,semantic_minus_fixed,0.1062500000000001,4,0.05593750000000007,0.15625000000000014
wikipedia,0,10,1,local,32,8,jaccard,semantic_minus_fixed,0.03314393939393939,4,-0.029103535353535465,0.07398989898989897
wikipedia,0,10,1,local,64,4,jaccard,semantic_minus_fixed,0.012500000000000011,4,-0.004166666666666707,0.03958333333333339
wikipedia,0,10,1,local,64,8,jaccard,semantic_minus_fixed,-0.0022727272727272596,4,-0.0187500000000001,0.011931818181818321
wikipedia,0,10,1,remote,16,4,jaccard,semantic_minus_fixed,-0.10059523809523807,4,-0.1861607142857143,-0.03452380952380954
wikipedia,0,10,1,remote,16,8,jaccard,semantic_minus_fixed,-0.058889721389721345,4,-0.1726095258907758,0.04351343101343105
wikipedia,0,10,1,remote,32,4,jaccard,semantic_minus_fixed,-0.02232142857142863,4,-0.10357142857142854,0.058928571428571275
wikipedia,0,10,1,remote,32,8,jaccard,semantic_minus_fixed,-0.013636363636363585,4,-0.04229797979797981,0.014141414141414232
wikipedia,0,10,1,remote,64,4,jaccard,semantic_minus_fixed,0.04583333333333339,4,-0.002083333333333298,0.09791666666666676
wikipedia,0,10,1,remote,64,8,jaccard,semantic_minus_fixed,-0.007449494949494984,4,-0.03068181818181817,0.00833333333333322
wikipedia,0,11,1,local,16,4,jaccard,semantic_minus_fixed,0.07038690476190487,4,0.017559523809523914,0.12321428571428583
wikipedia,0,11,1,local,16,8,jaccard,semantic_minus_fixed,0.112689393939394,4,0.051388888888888956,0.1557449494949495
wikipedia,0,11,1,local,32,4,jaccard,semantic_minus_fixed,0.09375000000000006,4,0.06250000000000006,0.13125000000000003
wikipedia,0,11,1,local,32,8,jaccard,semantic_minus_fixed,0.02885101010101007,4,0.004356060606060613,0.04728535353535346
wikipedia,0,11,1,local,64,4,jaccard,semantic_minus_fixed,0.03958333333333333,4,-5.551115123125783e-17,0.08125000000000007
wikipedia,0,11,1,local,64,8,jaccard,semantic_minus_fixed,0.011616161616161663,4,0.0,0.024431818181818193
wikipedia,0,11,1,remote,16,4,jaccard,semantic_minus_fixed,-0.05372023809523807,4,-0.13928571428571423,0.03184523809523809
wikipedia,0,11,1,remote,16,8,jaccard,semantic_minus_fixed,-0.013757076257076312,4,-0.04817266067266068,0.02065850815850806
wikipedia,0,11,1,remote,32,4,jaccard,semantic_minus_fixed,-0.06041666666666673,4,-0.12678571428571433,0.048809523809523775
wikipedia,0,11,1,remote,32,8,jaccard,semantic_minus_fixed,-0.02986111111111109,4,-0.0962121212121212,0.03648989898989902
wikipedia,0,11,1,remote,64,4,jaccard,semantic_minus_fixed,0.016666666666666663,4,-0.03463541666666671,0.06250000000000006
wikipedia,0,11,1,remote,64,8,jaccard,semantic_minus_fixed,0.02796717171717164,4,-0.00694444444444442,0.0628787878787877
wikipedia,0,12,1,local,16,4,jaccard,semantic_minus_fixed,0.12083333333333333,4,0.0605654761904762,0.17827380952380953
wikipedia,0,12,1,local,16,8,jaccard,semantic_minus_fixed,0.12954545454545466,4,0.1019570707070708,0.1602904040404041
wikipedia,0,12,1,local,32,4,jaccard,semantic_minus_fixed,0.2020833333333334,4,0.09999999999999998,0.2666666666666668
wikipedia,0,12,1,local,32,8,jaccard,semantic_minus_fixed,0.121969696969697,4,0.05833333333333335,0.19532828282828285
wikipedia,0,12,1,local,64,4,jaccard,semantic_minus_fixed,0.06874999999999998,4,0.04583333333333328,0.10416666666666666
wikipedia,0,12,1,local,64,8,jaccard,semantic_minus_fixed,0.022222222222222227,4,0.0062500000000000056,0.04097222222222224
wikipedia,0,12,1,remote,16,4,jaccard,semantic_minus_fixed,-0.06622023809523805,4,-0.1678571428571428,0.06934523809523815
wikipedia,0,12,1,remote,16,8,jaccard,semantic_minus_fixed,-0.062211399711399856,4,-0.20533424908424913,0.052414252414252155
wikipedia,0,12,1,remote,32,4,jaccard,semantic_minus_fixed,0.056845238095238115,4,-0.004464285714285643,0.11666666666666672
wikipedia,0,12,1,remote,32,8,jaccard,semantic_minus_fixed,0.006755050505050597,4,-0.02001262626262615,0.045138888888889006
wikipedia,0,12,1,remote,64,4,jaccard,semantic_minus_fixed,0.033333333333333354,4,0.004166666666666652,0.06250000000000006
wikipedia,0,12,1,remote,64,8,jaccard,semantic_minus_fixed,0.022916666666666613,4,0.009027777777777746,0.03402777777777766
wikipedia,0,13,1,local,16,4,jaccard,semantic_minus_fixed,0.12693452380952375,4,0.08020833333333327,0.2136904761904762
wikipedia,0,13,1,local,16,8,jaccard,semantic_minus_fixed,0.1003787878787879,4,0.0601010101010101,0.1406565656565657
wikipedia,0,13,1,local,32,4,jaccard,semantic_minus_fixed,0.11041666666666666,4,0.03749999999999998,0.18333333333333335
wikipedia,0,13,1,local,32,8,jaccard,semantic_minus_fixed,0.030239898989898956,4,-0.03453282828282836,0.06477272727272726
wikipedia,0,13,1,local,64,4,jaccard,semantic_minus_fixed,0.060416666666666646,4,0.04999999999999993,0.07291666666666671
wikipedia,0,13,1,local,64,8,jaccard,semantic_minus_fixed,0.018560606060606027,4,0.0,0.04526515151515137
wikipedia,0,13,1,remote,16,4,jaccard,semantic_minus_fixed,0.01101190476190475,4,-0.03779761904761908,0.09867559523809526
wikipedia,0,13,1,remote,16,8,jaccard,semantic_minus_fixed,0.043269230769230754,4,-0.0006927447552448015,0.07200757575757569
wikipedia,0,13,1,remote,32,4,jaccard,semantic_minus_fixed,-0.07083333333333333,4,-0.11250000000000004,0.0020833333333333814
wikipedia,0,13,1,remote,32,8,jaccard,semantic_minus_fixed,0.013699494949494906,4,-0.023989898989899117,0.07430555555555549
wikipedia,0,13,1,remote,64,4,jaccard,semantic_minus_fixed,-0.01874999999999999,4,-0.0625,0.025000000000000022
wikipedia,0,13,1,remote,64,8,jaccard,semantic_minus_fixed,0.029166666666666674,4,-0.006944444444444475,0.06527777777777782
wikipedia,0,14,2,local,16,4,jaccard,semantic_minus_fixed,0.012500000000000011,4,-0.13749999999999998,0.13750000000000004
wikipedia,0,14,2,local,16,8,jaccard,semantic_minus_fixed,0.06736111111111123,4,0.04166666666666685,0.08819444444444455
wikipedia,0,14,2,local,32,4,jaccard,semantic_minus_fixed,0.05000000000000002,4,-0.02500000000000005,0.10625000000000007
wikipedia,0,14,2,local,32,8,jaccard,semantic_minus_fixed,0.08701923076923082,4,0.05902777777777787,0.10636169386169397
wikipedia,0,14,2,local,64,4,jaccard,semantic_minus_fixed,0.022916666666666724,4,-0.06458333333333335,0.11270833333333322
wikipedia,0,14,2,local,64,8,jaccard,semantic_minus_fixed,-0.0031565656565656353,4,-0.021969696969696945,0.01944444444444446
wikipedia,0,14,2,remote,16,4,jaccard,semantic_minus_fixed,-0.05922619047619046,4,-0.1973214285714286,0.0428571428571429
wikipedia,0,14,2,remote,16,8,jaccard,semantic_minus_fixed,-0.05958694083694091,4,-0.11120407370407381,-0.00713036963036956
wikipedia,0,14,2,remote,32,4,jaccard,semantic_minus_fixed,-0.0163690476190477,4,-0.05178571428571438,0.01904761904761898
wikipedia,0,14,2,remote,32,8,jaccard,semantic_minus_fixed,0.0373980186480187,4,-0.007437961344211265,0.061917249417249465
wikipedia,0,14,2,remote,64,4,jaccard,semantic_minus_fixed,0.01458333333333331,4,-0.03750000000000003,0.08671874999999978
wikipedia,0,14,2,remote,64,8,jaccard,semantic_minus_fixed,-0.02398989898989895,4,-0.04419191919191917,-0.00694444444444442
wikipedia,0,15,2,local,16,4,jaccard,semantic_minus_fixed,0.02738095238095241,4,-0.10386904761904767,0.10625000000000008
wikipedia,0,15,2,local,16,8,jaccard,semantic_minus_fixed,0.1333964646464648,4,0.045833333333333615,0.2001262626262627
wikipedia,0,15,2,local,32,4,jaccard,semantic_minus_fixed,0.08125000000000004,4,0.05000000000000013,0.11249999999999999
wikipedia,0,15,2,local,32,8,jaccard,semantic_minus_fixed,0.059343434343434365,4,0.015953282828282855,0.12325126262626254
wikipedia,0,15,2,local,64,4,jaccard,semantic_minus_fixed,0.02291666666666667,4,-0.012499999999999956,0.06052083333333319
wikipedia,0,15,2,local,64,8,jaccard,semantic_minus_fixed,0.00467171717171716,4,-0.03598484848484851,0.03958333333333336
wikipedia,0,15,2,remote,16,4,jaccard,semantic_minus_fixed,0.08854166666666667,4,-0.0017857142857142239,0.21666666666666656
wikipedia,0,15,2,remote,16,8,jaccard,semantic_minus_fixed,0.0578227328227327,4,-0.04898434898434911,0.1793373293373292
wikipedia,0,15,2,remote,32,4,jaccard,semantic_minus_fixed,-0.05029761904761906,4,-0.09196428571428567,0.016964285714285626
wikipedia,0,15,2,remote,32,8,jaccard,semantic_minus_fixed,-0.05006313131313139,4,-0.08326048951048959,-0.01219405594405601
wikipedia,0,15,2,remote,64,4,jaccard,semantic_minus_fixed,0.05119047619047623,4,0.01904761904761909,0.08333333333333337
wikipedia,0,15,2,remote,64,8,jaccard,semantic_minus_fixed,0.031628787878787895,4,0.0076388888888888895,0.05808080808080812
wikipedia,0,16,2,local,16,4,jaccard,semantic_minus_fixed,0.12499999999999989,4,0.06249999999999983,0.21874999999999992
wikipedia,0,16,2,local,16,8,jaccard,semantic_minus_fixed,0.10277777777777794,4,0.08194444444444468,0.11944444444444452
wikipedia,0,16,2,local,32,4,jaccard,semantic_minus_fixed,0.07380952380952382,4,0.0062500000000000056,0.13622023809523792
wikipedia,0,16,2,local,32,8,jaccard,semantic_minus_fixed,0.10176767676767678,4,0.052967171717171774,0.1382575757575757
wikipedia,0,16,2,local,64,4,jaccard,semantic_minus_fixed,0.03749999999999998,4,-0.07083333333333336,0.13749999999999996
wikipedia,0,16,2,local,64,8,jaccard,semantic_minus_fixed,0.006250000000000033,4,-0.03819444444444431,0.040277777777777746
wikipedia,0,16,2,remote,16,4,jaccard,semantic_minus_fixed,0.04374999999999997,4,-0.023809523809523836,0.11130952380952377
wikipedia,0,16,2,remote,16,8,jaccard,semantic_minus_fixed,-0.010054875679875674,4,-0.05655698468198464,0.03863636363636366
wikipedia,0,16,2,remote,32,4,jaccard,semantic_minus_fixed,0.007589285714285771,4,-0.12255208333333327,0.08958333333333335
wikipedia,0,16,2,remote,32,8,jaccard,semantic_minus_fixed,-0.03630050505050514,4,-0.07151988636363645,-0.001388888888888995
wikipedia,0,16,2,remote,64,4,jaccard,semantic_minus_fixed,-0.010416666666666657,4,-0.08750000000000002,0.05625000000000005
wikipedia,0,16,2,remote,64,8,jaccard,semantic_minus_fixed,0.011805555555555541,4,-0.038068181818181834,0.07605113636363617
wikipedia,0,17,2,local,16,4,jaccard,semantic_minus_fixed,0.18065476190476182,4,0.08333333333333326,0.294345238095238
wikipedia,0,17,2,local,16,8,jaccard,semantic_minus_fixed,0.12746212121212125,4,0.07954545454545459,0.1756944444444445
wikipedia,0,17,2,local,32,4,jaccard,semantic_minus_fixed,0.10714285714285723,4,0.08125000000000007,0.1267857142857144
wikipedia,0,17,2,local,32,8,jaccard,semantic_minus_fixed,0.06654040404040398,4,0.03926767676767673,0.10061079545454536
wikipedia,0,17,2,local,64,4,jaccard,semantic_minus_fixed,0.08125000000000004,4,0.03125,0.125
wikipedia,0,17,2,local,64,8,jaccard,semantic_minus_fixed,0.029861111111111144,4,0.009722222222222215,0.04722222222222222
wikipedia,0,17,2,remote,16,4,jaccard,semantic_minus_fixed,0.05877976190476192,4,-0.042113095238095186,0.17957217261904754
wikipedia,0,17,2,remote,16,8,jaccard,semantic_minus_fixed,0.007323232323232315,4,-0.051136363636363646,0.06578282828282828
wikipedia,0,17,2,remote,32,4,jaccard,semantic_minus_fixed,0.03749999999999995,4,-0.02291666666666678,0.09374999999999994
wikipedia,0,17,2,remote,32,8,jaccard,semantic_minus_fixed,0.013888888888888867,4,-0.01319444444444448,0.04097222222222224
wikipedia,0,17,2,remote,64,4,jaccard,semantic_minus_fixed,0.012500000000000039,4,-0.012499999999999985,0.04375000000000004
wikipedia,0,17,2,remote,64,8,jaccard,semantic_minus_fixed,-0.0006944444444443865,4,-0.01041666666666663,0.006250000000000061
wikipedia,0,18,2,local,16,4,jaccard,semantic_minus_fixed,0.13005952380952374,4,0.08511904761904748,0.175
wikipedia,0,18,2,local,16,8,jaccard,semantic_minus_fixed,0.12260101010101013,4,0.09501262626262644,0.1519570707070706
wikipedia,0,18,2,local,32,4,jaccard,semantic_minus_fixed,0.11428571428571427,4,0.006249999999999978,0.19107142857142856
wikipedia,0,18,2,local,32,8,jaccard,semantic_minus_fixed,0.10195707070707075,4,0.051388888888888984,0.13510101010101006
wikipedia,0,18,2,local,64,4,jaccard,semantic_minus_fixed,0.09583333333333338,4,0.07500000000000007,0.13125000000000012
wikipedia,0,18,2,local,64,8,jaccard,semantic_minus_fixed,0.022222222222222227,4,0.00694444444444442,0.04097222222222224
wikipedia,0,18,2,remote,16,4,jaccard,semantic_minus_fixed,-0.022023809523809584,4,-0.04077380952380957,-0.009947916666666692
wikipedia,0,18,2,remote,16,8,jaccard,semantic_minus_fixed,-0.024305555555555663,4,-0.046654040404040614,-0.002272727272727315
wikipedia,0,18,2,remote,32,4,jaccard,semantic_minus_fixed,0.008333333333333276,4,-0.025000000000000078,0.037499999999999936
wikipedia,0,18,2,remote,32,8,jaccard,semantic_minus_fixed,0.004861111111111122,4,-0.02708333333333332,0.02916666666666662
wikipedia,0,18,2,remote,64,4,jaccard,semantic_minus_fixed,-0.03125000000000003,4,-0.050000000000000044,-0.012500000000000011
wikipedia,0,18,2,remote,64,8,jaccard,semantic_minus_fixed,-0.00694444444444442,4,-0.020833333333333343,8.326672684688674e-17
wikipedia,0,19,2,local,16,4,jaccard,semantic_minus_fixed,0.2735119047619047,4,0.21130952380952367,0.3662425595238096
wikipedia,0,19,2,local,16,8,jaccard,semantic_minus_fixed,0.13421717171717182,4,0.10315656565656572,0.16319444444444467
wikipedia,0,19,2,local,32,4,jaccard,semantic_minus_fixed,0.13750000000000004,4,0.08750000000000002,0.18750000000000006
wikipedia,0,19,2,local,32,8,jaccard,semantic_minus_fixed,0.09053030303030302,4,0.0288510101010101,0.157070707070707
wikipedia,0,19,2,local,64,4,jaccard,semantic_minus_fixed,0.056249999999999994,4,0.004166666666666707,0.11052083333333318
wikipedia,0,19,2,local,64,8,jaccard,semantic_minus_fixed,0.017361111111111077,4,-0.00694444444444442,0.041666666666666574
wikipedia,0,19,2,remote,16,4,jaccard,semantic_minus_fixed,0.007440476190476275,4,-0.05624999999999997,0.058333333333333404
wikipedia,0,19,2,remote,16,8,jaccard,semantic_minus_fixed,-0.0227029914529914,4,-0.08188616938616941,0.027437839937840047
wikipedia,0,19,2,remote,32,4,jaccard,semantic_minus_fixed,0.032440476190476186,4,-0.0986160714285715,0.12927083333333328
wikipedia,0,19,2,remote,32,8,jaccard,semantic_minus_fixed,-0.010606060606060674,4,-0.02954545454545454,0.014583333333333282
wikipedia,0,19,2,remote,64,4,jaccard,semantic_minus_fixed,-0.006249999999999978,4,-0.03750000000000003,0.03125000000000003
wikipedia,0,19,2,remote,64,8,jaccard,semantic_minus_fixed,-0.011111111111111072,4,-0.04930555555555549,0.03611111111111115
wikipedia,0,20,2,local,16,4,jaccard,semantic_minus_fixed,0.10476190476190472,4,0.07619047619047614,0.1333333333333333
wikipedia,0,20,2,local,16,8,jaccard,semantic_minus_fixed,0.09861111111111118,4,0.06805555555555559,0.12916666666666676
wikipedia,0,20,2,local,32,4,jaccard,semantic_minus_fixed,0.11250000000000007,4,0.043750000000000094,0.19375000000000006
wikipedia,0,20,2,local,32,8,jaccard,semantic_minus_fixed,0.05820707070707076,4,-0.03333333333333327,0.16414141414141423
wikipedia,0,20,2,local,64,4,jaccard,semantic_minus_fixed,0.10208333333333333,4,0.025000000000000022,0.20468749999999952
wikipedia,0,20,2,local,64,8,jaccard,semantic_minus_fixed,0.04027777777777777,4,0.00347222222222221,0.07430555555555554
wikipedia,0,20,2,remote,16,4,jaccard,semantic_minus_fixed,0.10163690476190472,4,0.007886904761904762,0.17113095238095222
wikipedia,0,20,2,remote,16,8,jaccard,semantic_minus_fixed,0.08924131424131433,4,-0.028350815850815808,0.21630591630591647
wikipedia,0,20,2,remote,32,4,jaccard,semantic_minus_fixed,-0.04791666666666669,4,-0.12500000000000003,0.03958333333333336
wikipedia,0,20,2,remote,32,8,jaccard,semantic_minus_fixed,-0.01388888888888884,4,-0.039457070707070746,0.005145202020202063
wikipedia,0,20,2,remote,64,4,jaccard,semantic_minus_fixed,0.00833333333333336,4,-0.05624999999999997,0.08125000000000004
